序号,标题,分类路径,主要描述,网址
"661","What Is the Purpose of Service Order in Network?","Application Guide > Control Panel > FAQ > What Is the Purpose of Service Order in Network?","In UGREEN NAS network settings, the service order function dynamically adjusts the priority of network services to achieve precise traffic routing control.Users can drag and reorder the list of networ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY2MSIsICJjbGllbnRUeXBlIjogIiJ9"
"384","What is DHCP?","Application Guide > Control Panel > FAQ > What is DHCP?","What is DHCP?Dynamic Host Configuration Protocol (DHCP) is a network management protocol that automatically assigns IP addresses and other network configuration parameters, such as subnet mask, defaul...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM4NCIsICJjbGllbnRUeXBlIjogIiJ9"
"387","What is Network Bridging?","Application Guide > Control Panel > FAQ > What is Network Bridging?","In network configuration, network bridging is a key feature. UGREEN NAS provides two modes: normal bridging and virtual bridging.Normal Bridging combines multiple physical network interfaces into a si...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM4NyIsICJjbGllbnRUeXBlIjogIiJ9"
"385","What is the MTU value?","Application Guide > Control Panel > FAQ > What is the MTU value?","What is the MTU Value?The Maximum Transmission Unit (MTU) refers to the largest packet size, in bytes, that a network device can handle in a single transmission. Setting the correct MTU value can opti...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM4NSIsICJjbGllbnRUeXBlIjogIiJ9"
"522","What is the difference between administrator and common user permissions?","Application Guide > Control Panel > FAQ > What is the difference between administrator and common user permissions?","In the UGOS Pro system, user roles are divided into two types: administrator and common user, each with different permission scopes. Understanding these differences helps in assigning roles appropriat...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUyMiIsICJjbGllbnRUeXBlIjogIiJ9"
"435","What should I do if I forget the administrator password when logging in to UGOS Pro?","Application Guide > Control Panel > FAQ > What should I do if I forget the administrator password when logging in to UGOS Pro?","If you forget the administrator password for UGOS Pro on your UGREEN NAS and are unable to log in, you can regain access by resetting the device. Please follow the steps below:Press and hold the ""Rese...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzNSIsICJjbGllbnRUeXBlIjogIiJ9"
"382","What to Do if the Time Display on UGREEN NAS Is Incorrect (Not Matching the Local Time)?","Application Guide > Control Panel > FAQ > What to Do if the Time Display on UGREEN NAS Is Incorrect (Not Matching the Local Time)?","Issue DescriptionThe time displayed on the UGREEN NAS device is incorrect (does not match the local time).Diagnosis● Incorrect time zone setting: If the NAS time zone is not set to match your actual g...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM4MiIsICJjbGllbnRUeXBlIjogIiJ9"
"434","Where to set up the file indexing whitelist in UGOS Pro?","Application Guide > Control Panel > FAQ > Where to set up the file indexing whitelist in UGOS Pro?","Why Set Up File Indexing?Imagine UGREEN NAS as a library of personal data, where each file is like a book, neatly arranged on ""shelves"" according to the folder structure you set. If you want to find a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzNCIsICJjbGllbnRUeXBlIjogIiJ9"
"488","Why does connecting to UGOS Pro via WebDAV on Windows fail with an 'cannot access' error?","Application Guide > Control Panel > FAQ > Why does connecting to UGOS Pro via WebDAV on Windows fail with an 'cannot access' error?","Issue DescriptionWhen attempting to connect to UGOS Pro via the WebDAV protocol on a Windows computer, the system displays the message: “Cannot access the UGREEN NAS IP address.”Possible Causes:Device...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ4OCIsICJjbGllbnRUeXBlIjogIiJ9"
"703","Why doesn't the Schneider APC UPS automatically power back on after being set to shut down automatically?","Application Guide > Control Panel > FAQ > Why doesn't the Schneider APC UPS automatically power back on after being set to shut down automatically?","Problem DescriptionWhen the UGREEN NAS is connected to a Schneider APC UPS (such as BK650M2-CH or BE600M1) and configured with the protection mode ""Shut down automatically after power failure"" + ""Exec...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcwMyIsICJjbGllbnRUeXBlIjogIiJ9"
"659","Why is the transfer speed slow within the local area network (LAN), only a few MB/s?","Application Guide > Control Panel > FAQ > Why is the transfer speed slow within the local area network (LAN), only a few MB/s?","Slow or unstable transfer speeds within a local area network (LAN), typically only a few MB/s, can usually be caused by the following reasons:Network devices not meeting gigabit standardsTo achieve fa...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY1OSIsICJjbGllbnRUeXBlIjogIiJ9"
"465","Will Resetting the UGREEN NAS to Factory Settings Erase Data and Affect Hard Drive Files?","Application Guide > Control Panel > FAQ > Will Resetting the UGREEN NAS to Factory Settings Erase Data and Affect Hard Drive Files?","After a factory reset, user-defined settings in the NAS system will be restored to default values, but the data stored on the hard drives will not be deleted.Note: Files on the drives will not be eras...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2NSIsICJjbGllbnRUeXBlIjogIiJ9"
"492","[FAQ] Comparison of SMB, FTP, NFS, rsync, and WebDAV Service","Application Guide > Control Panel > FAQ > [FAQ] Comparison of SMB, FTP, NFS, rsync, and WebDAV Service","In the UGOS Pro system of UGREEN NAS, multiple file transfer protocols are supported, including SMB, FTP, NFS, rsync, and WebDAV. Each protocol has its own characteristics in terms of functionality, a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ5MiIsICJjbGllbnRUeXBlIjogIiJ9"
"437","[FAQ] Does UGOS Pro Support Automatic Hard Drive Sleeping?","Application Guide > Control Panel > FAQ > [FAQ] Does UGOS Pro Support Automatic Hard Drive Sleeping?","UGOS Pro system supports hard drives automatically entering sleep mode when idle, including all system hard drives and externally connected USB hard drives that support sleeping. This feature is enabl...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzNyIsICJjbGllbnRUeXBlIjogIiJ9"
"428","[FAQ] Folder names in Chinese display garbled characters after mounting NFS using Windows File Explorer","Application Guide > Control Panel > FAQ > [FAQ] Folder names in Chinese display garbled characters after mounting NFS using Windows File Explorer","Problem DescriptionAfter mounting the NFS shared directory using File Explorer on a Windows system, Chinese folder names appear as garbled characters. This issue is typically caused by a mismatch in c...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyOCIsICJjbGllbnRUeXBlIjogIiJ9"
"670","[FAQ] How do I switch the NAS appearance mode to dark mode on mobile?","Application Guide > Control Panel > FAQ > [FAQ] How do I switch the NAS appearance mode to dark mode on mobile?","The UGREEN NAS mobile app supports switching the interface appearance between dark mode and light mode. Users can manually select a mode or have it follow the system settings to switch automatically. ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY3MCIsICJjbGllbnRUeXBlIjogIiJ9"
"496","[FAQ] How to Check If Your UGREEN NAS is Assigned a Public IP Address？","Application Guide > Control Panel > FAQ > [FAQ] How to Check If Your UGREEN NAS is Assigned a Public IP Address？","ProblemUGREEN NAS supports multiple remote access methods, including the universal UGREENlink service, public IP addresses, or DDNS domain access to the UGOS Pro system. To verify whether your NAS is ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ5NiIsICJjbGllbnRUeXBlIjogIiJ9"
"449","[FAQ] How to Enable Network Wake and Wake on LAN (WOL) in UGREEN NAS?","Application Guide > Control Panel > FAQ > [FAQ] How to Enable Network Wake and Wake on LAN (WOL) in UGREEN NAS?","In the UGOS Pro system of your UGREEN NAS, you can achieve remote booting through the Wake-on-LAN (WOL) feature. Here are the specific steps to enable this feature:Enable Network Wake Feature1. Open t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ0OSIsICJjbGllbnRUeXBlIjogIiJ9"
"426","[FAQ] NFS Mounting Prompts ""'mount' Is Not Recognized as an Internal or External Command, Operable Program or Batch File""","Application Guide > Control Panel > FAQ > [FAQ] NFS Mounting Prompts ""'mount' Is Not Recognized as an Internal or External Command, Operable Program or Batch File""","Problem DescriptionWhen attempting to mount a UGOS Pro folder using the NFS protocol in the Windows system, such as when executing the following command:mount -o anon \\192.168.22.153\volume3\media N:...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyNiIsICJjbGllbnRUeXBlIjogIiJ9"
"427","[FAQ] NFS Protocol Access to Shared Directory Results in ""Access Denied"" Notification","Application Guide > Control Panel > FAQ > [FAQ] NFS Protocol Access to Shared Directory Results in ""Access Denied"" Notification","Problem DescriptionWhen mounting and accessing the shared folders of UGREEN NAS using the NFS protocol, you may encounter a system message stating ""Access Denied."" This often leads to an inability to ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyNyIsICJjbGllbnRUeXBlIjogIiJ9"
"381","[FAQ] Unable to Connect to UGREEN NAS via WebDAV HTTP Protocol in Windows File Explorer","Application Guide > Control Panel > FAQ > [FAQ] Unable to Connect to UGREEN NAS via WebDAV HTTP Protocol in Windows File Explorer","Q3: Unable to Connect to UGREEN NAS via WebDAV HTTP Protocol in Windows File ExplorerA3：By default, Windows does not support WebDAV mapping over HTTP. You can enable HTTP support by modifying the regi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM4MSIsICJjbGllbnRUeXBlIjogIiJ9"
"413","[FAQ] What Should I Do if I See an IP Block Warning When Logging into UGOS Pro?","Application Guide > Control Panel > FAQ > [FAQ] What Should I Do if I See an IP Block Warning When Logging into UGOS Pro?","Problem DescriptionWhen logging into UGOS Pro, the following message appears:""The current account blocked due to too many failed logins,please try again 5 min later.""This issue occurs because the numb...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxMyIsICJjbGllbnRUeXBlIjogIiJ9"
"416","[FAQ] What are the features of the reset button?","Application Guide > Control Panel > FAQ > [FAQ] What are the features of the reset button?","Introduction to the Reset ButtonOn UGREEN NAS devices, you can locate the ""reset"" button (usually found on the back of the device). Use a small object (such as a paperclip) to press and hold the butto...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxNiIsICJjbGllbnRUeXBlIjogIiJ9"
"450","[FAQ] What to Do if the UGREEN NAS Device Fails to Power on within the Internal Network Environment?","Application Guide > Control Panel > FAQ > [FAQ] What to Do if the UGREEN NAS Device Fails to Power on within the Internal Network Environment?","Problem DescriptionIn a LAN environment, the UGREEN NAS device fails to start up via network wake-on-LAN (WOL). This issue may arise due to the wake-up initiator and NAS device not being on the same L...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1MCIsICJjbGllbnRUeXBlIjogIiJ9"
"373","[FAQ] What’s the difference between UGREENlink and DDNS?","Application Guide > Control Panel > FAQ > [FAQ] What’s the difference between UGREENlink and DDNS?","What is UGREENlink?UGREENlink is a service designed to let you easily access your NAS device at home via the internet, no matter where you are. It enables seamless data connectivity and remote managem...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM3MyIsICJjbGllbnRUeXBlIjogIiJ9"
"451","[FAQ] Why is the transfer speed of NAS within the local area network so slow, dropping to just a few MB/s?","Application Guide > Control Panel > FAQ > [FAQ] Why is the transfer speed of NAS within the local area network so slow, dropping to just a few MB/s?","Problem DescriptionWithin a local area network (LAN), NAS transmission speeds may be slow and unstable, potentially affected by the following factors:Substandard Network Equipment Performance: If any ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1MSIsICJjbGllbnRUeXBlIjogIiJ9"
"489","[Tutorial] How to Access Files on UGREEN NAS via FTP Protocol","Application Guide > Control Panel > FAQ > [Tutorial] How to Access Files on UGREEN NAS via FTP Protocol","FTP (File Transfer Protocol) is a standard protocol used for transferring files over a network. You can use FTP to access and manage files stored on your NAS. With its simplicity, speed, and efficienc...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ4OSIsICJjbGllbnRUeXBlIjogIiJ9"
